LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_SCICLASSES_PHYS,SCH_SCICCERT_PHYS,SCH_SCIENR_PHYS_HI_M,SCH_SCIENR_PHYS_HI_F,SCH_SCIENR_PHYS_AM_M,SCH_SCIENR_PHYS_AM_F,SCH_SCIENR_PHYS_AS_M,SCH_SCIENR_PHYS_AS_F,SCH_SCIENR_PHYS_HP_M,SCH_SCIENR_PHYS_HP_F,SCH_SCIENR_PHYS_BL_M,SCH_SCIENR_PHYS_BL_F,SCH_SCIENR_PHYS_WH_M,SCH_SCIENR_PHYS_WH_F,SCH_SCIENR_PHYS_TR_M,SCH_SCIENR_PHYS_TR_F,TOT_SCIENR_PHYS_M,TOT_SCIENR_PHYS_F,SCH_SCIENR_PHYS_LEP_M,SCH_SCIENR_PHYS_LEP_F,SCH_SCIENR_PHYS_IDEA_M,SCH_SCIENR_PHYS_IDEA_F
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,2960,Edwin A. Gibson Elementary,510111002960,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,401,Clintwood Elementary,510114000401,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,404,Ervinton Elementary,510114000404,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,408,Sandlick Elementary,510114000408,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,2981,Ridgeview High School,510114002981,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,2982,Ridgeview Middle School,510114002982,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,409,Dinwiddie County Middle,510117000409,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,410,Dinwiddie County High,510117000410,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,411,Dinwiddie Elementary,510117000411,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,414,Midway Elementary,510117000414,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,416,Sutherland Elementary,510117000416,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,417,Southside Elementary,510117000417,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,418,Sunnyside Elementary,510117000418,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,419,Essex High,510120000419,No,1,1,1,1,1,0,0,0,0,0,1,2,6,2,0,1,9,6,0,0,0,0
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,420,Essex Intermediate,510120000420,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,421,Tappahannock Elementary,510120000421,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,59,Chantilly High,510126000059,No,32,28,38,33,0,1,144,136,0,0,21,25,166,102,12,16,381,313,18,13,37,18
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,61,Belvedere Elementary,510126000061,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,73,Bren Mar Park Elementary,510126000073,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,86,Stone Middle,510126000086,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,88,Waples Mill Elementary,510126000088,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,422,Fairfax County Adult High,510126000422,No,6,6,5,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,4,1,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,423,Annandale High,510126000423,No,26,25,125,108,0,1,74,48,0,0,44,38,55,44,7,3,305,242,83,62,25,17
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,424,Annandale Terrace Elementary,510126000424,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,426,Bailey's Elementary,510126000426,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,428,Beech Tree Elementary,510126000428,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,429,Belle View Elementary,510126000429,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,431,Braddock Elementary,510126000431,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,433,Brookfield Elementary,510126000433,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,435,Bucknell Elementary,510126000435,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,438,Bush Hill Elementary,510126000438,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,439,Camelot Elementary,510126000439,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,440,Cameron Elementary,510126000440,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,441,Canterbury Woods Elementary,510126000441,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,442,Cardinal Forest Elementary,510126000442,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,448,Chesterbrook Elementary,510126000448,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,449,Churchill Road Elementary,510126000449,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,450,Clermont Elementary,510126000450,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,452,Columbia Elementary,510126000452,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,453,Cooper Middle,510126000453,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,454,Crestwood Elementary,510126000454,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,455,Cunningham Park Elementary,510126000455,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,458,Dogwood Elementary,510126000458,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,460,Hutchison Elementary,510126000460,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,461,Edison High,510126000461,No,23,8,97,66,1,1,39,30,1,0,45,53,71,63,9,11,263,224,53,31,30,12
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,463,Fairfax High,510126000463,No,24,24,61,54,0,0,69,51,0,1,31,11,95,82,16,8,272,207,23,29,28,8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,464,Fairfax Villa Elementary,510126000464,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,466,Fairhill Elementary,510126000466,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,467,Fairview Elementary,510126000467,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,468,Falls Church High,510126000468,No,30,30,132,127,1,1,57,52,0,0,13,11,39,28,10,9,252,228,93,94,31,19
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,469,Flint Hill Elementary,510126000469,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,470,Floris Elementary,510126000470,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,471,Forest Edge Elementary,510126000471,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,472,Forestdale Elementary,510126000472,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,473,Fort Hunt Elementary,510126000473,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,474,Sandburg Middle,510126000474,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,475,Whitman Middle,510126000475,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,476,Franconia Elementary,510126000476,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,477,Sherman Elementary,510126000477,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,478,Freedom Hill Elementary,510126000478,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,479,Frost Middle,510126000479,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,480,Garfield Elementary,510126000480,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,481,Glasgow Middle,510126000481,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,482,Glen Forest Elementary,510126000482,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,483,Graham Road Elementary,510126000483,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,484,Great Falls Elementary,510126000484,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,486,Greenbriar East Elementary,510126000486,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,487,Greenbriar West Elementary,510126000487,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,488,Groveton Elementary,510126000488,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,489,West Potomac High,510126000489,No,22,15,88,66,0,1,24,22,0,0,37,33,106,93,5,7,260,222,58,38,28,21
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,490,Gunston Elementary,510126000490,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,491,Haycock Elementary,510126000491,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,492,Hayfield Elementary,510126000492,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,493,Hayfield Secondary,510126000493,No,19,18,40,42,0,1,34,35,1,0,57,45,67,60,12,10,211,193,25,20,19,6
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,494,Herndon Elementary,510126000494,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,495,Herndon High,510126000495,No,30,17,196,129,0,1,33,35,0,0,20,23,72,65,9,4,330,257,166,103,38,20
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,496,Herndon Middle,510126000496,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,497,Bryant High,510126000497,No,6,6,25,32,0,0,2,3,0,0,11,7,4,2,2,4,44,48,20,21,2,4
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,499,Hollin Meadows Elementary,510126000499,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,500,Holmes Middle,510126000500,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,501,Hunt Valley Elementary,510126000501,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,502,Hunters Woods Elementary School for the Arts and Sciences,510126000502,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,503,Hybla Valley Elementary,510126000503,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,504,Irving Middle,510126000504,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,505,Stuart High,510126000505,No,23,23,179,114,0,1,30,19,0,0,16,21,55,29,3,3,283,187,133,74,28,12
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,508,Keene Mill Elementary,510126000508,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,509,Kent Gardens Elementary,510126000509,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,510,Key Center School,510126000510,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,511,Key Middle,510126000511,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,512,Kilmer Center,510126000512,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,513,Kilmer Middle,510126000513,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,514,Kings Park Elementary,510126000514,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,515,Lake Anne Elementary,510126000515,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,516,Lake Braddock Secondary,510126000516,No,29,28,55,45,0,0,84,70,0,1,21,16,157,124,23,12,340,268,19,12,32,14
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,517,Langley High,510126000517,No,24,22,10,10,1,0,84,72,0,0,1,5,188,148,17,11,301,246,1,1,12,14
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,518,Lanier Middle,510126000518,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,519,Laurel Ridge Elementary,510126000519,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,521,Lee High,510126000521,No,20,19,94,70,2,0,55,30,0,0,33,20,26,27,8,3,218,150,54,36,41,20
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,522,Lemon Road Elementary,510126000522,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,525,Little Run Elementary,510126000525,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,526,London Towne Elementary,510126000526,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,527,Longfellow Middle,510126000527,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,529,Archer Elementary,510126000529,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,530,Jackson Middle,510126000530,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,531,Lynbrook Elementary,510126000531,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,532,Madison High,510126000532,No,21,17,44,24,0,0,58,36,2,0,3,6,183,96,13,14,303,176,34,16,34,11
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,533,Mantua Elementary,510126000533,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,535,Marshall High,510126000535,No,19,13,53,40,0,2,49,44,0,0,9,15,144,98,16,10,271,209,28,24,23,7
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,536,Marshall Road Elementary,510126000536,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,538,McLean High,510126000538,No,25,25,43,26,1,0,71,61,0,0,9,5,144,146,12,10,280,248,20,12,26,16
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,539,Mosby Woods Elementary,510126000539,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,540,Mount Eagle Elementary,510126000540,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,542,Mount Vernon High,510126000542,No,28,17,140,94,0,0,13,12,1,0,52,46,30,24,1,3,237,179,100,65,23,27
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,543,Mount Vernon Woods Elementary,510126000543,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,544,Navy Elementary,510126000544,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,546,North Springfield Elementary,510126000546,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,548,Oak View Elementary,510126000548,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,549,Oakton Elementary,510126000549,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
